RunType,Distractor,Target,corrAns,CurrTrialType,PrevTrialType,Prime_Congruent_Key_Analog_Column,Prime_Incongruent_Key_Analog_Column,Probe_Congruent_Key_Analog_Column,Probe_Incongruent_Key_Analog_Column,Probe_Congruent_Key_Digital_Column,Pract1.thisRepN,Pract1.thisTrialN,Pract1.thisN,Pract1.thisIndex,Pract2.thisRepN,Pract2.thisTrialN,Pract2.thisN,Pract2.thisIndex,Trials_1.thisRepN,Trials_1.thisTrialN,Trials_1.thisN,Trials_1.thisIndex,Trials_2.thisRepN,Trials_2.thisTrialN,Trials_2.thisN,Trials_2.thisIndex,Trials_3.thisRepN,Trials_3.thisTrialN,Trials_3.thisN,Trials_3.thisIndex,Trials_4.thisRepN,Trials_4.thisTrialN,Trials_4.thisN,Trials_4.thisIndex,Trials_5.thisRepN,Trials_5.thisTrialN,Trials_5.thisN,Trials_5.thisIndex,Trials_6.thisRepN,Trials_6.thisTrialN,Trials_6.thisN,Trials_6.thisIndex,Trials_7.thisRepN,Trials_7.thisTrialN,Trials_7.thisN,Trials_7.thisIndex,Trials_8.thisRepN,Trials_8.thisTrialN,Trials_8.thisN,Trials_8.thisIndex,Trials_9.thisRepN,Trials_9.thisTrialN,Trials_9.thisN,Trials_9.thisIndex,Computer_Name,Consent1_Image.started,Consent2_Image.started,Consent3_Image.started,Placement_Image.started,Instructions1_image.started,Instructions2_Image.started,Reminder1_Image.started,Instructions4_Txt.started,Interval_Text.started,Interval_Text.stopped,Interval_Blank.started,Interval_Blank.stopped,ISI_2.started,Distract.started,key_resp.started,Distract.stopped,Targ.started,Targ.stopped,key_resp.stopped,Response Key,Key Correct,PsychoPy Response Time (ms),Distractor_Onset_PsychoPy,Target_Onset_PsychoPy,Arduino Response Time (ms),Distractor_Onset_Arduino (ms),Target_Onset_Arduino (ms),Arduino Key Press Time (ms),key_resp.keys,key_resp.corr,Feedback,Message.started,Message.stopped,SecondPractice_Txt.started,SecondPractice_resp.started,SecondPractice_resp.keys,Reminder2_Image.started,Reminder2_resp.started,Reminder2_resp.keys,GoodJob_1.started,Ready_1.started,Eight_More.started,Ready_2.started,Seven_More.started,Ready_3.started,Six_More.started,Ready_4.started,Five_More.started,Ready_5.started,Four_More.started,Ready_6.started,Three_More.started,Ready_7.started,Two_More.started,Ready_8.started,One_More.started,Ready_9.started,Completion_Txt.started,Completion_resp.started,Completion_resp.keys,End_Response.started,Debrief1_Txt.started,End_Response.keys,Debrief2_Txt.started,Debrief2_resp.started,Debrief2_resp.keys,Debrief3_Txt.started,Debrief3_resp.started,Debrief3_resp.keys,participant,How old are you (in years)?,Are you male or female (M or F)?,Do you have normal vision and hearing (Y or N)?,date,expName,psychopyVersion,frameRate,
Practice,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,Congruent,None,1,0,1,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psyc-danweiss23,347.52025819999994,377.9758630000001,402.69012169999996,410.39173860000005,428.95378400000004,498.29939360000003,512.6618137,524.5930688999999,536.3632089,538.1627556999999,538.1627556999999,538.3628037999999,0.00222259999986818,538.8298817,538.8629036,538.9625379000001,539.4630863,539.5958431000001,540.8624770000001,G,True,733.0783999998403,0.5099281999998766,1.1428094000000328,709,196628,197262,197971,None,0,Correct,540.8624770000001,541.0630869000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,Incongruent,Congruent,2,4,4,2,10,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009830099999817321,541.5293571,541.5628392000001,541.662362,542.1627761,542.2956212000001,543.5622251,J,False,132.93690000000424,0.509856099999979,1.1426274000000376,107,199327,199961,200068,None,0,Incorrect,543.5622251,543.7621196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,Congruent,Incongruent,0,1,0,1,6,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008807599999954618,544.2290854,544.2622194,544.3620583,544.8622865,544.995351,546.2620489000001,F,True,616.2541999999576,0.5091946999998527,1.142266999999947,580,202028,202659,203239,None,0,Correct,546.2620489000001,546.4619149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,Congruent,Congruent,4,2,4,2,10,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008656199999904857,546.9289317,546.9620360000001,547.0617817,547.562126,547.6950732,548.9615860000001,N,True,566.392199999882,0.5090127999999368,1.1420223999998598,532,204727,205360,205892,None,0,Correct,548.9615860000001,549.1615569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,Incongruent,Congruent,0,1,1,0,7,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00830839999980526,549.6284832000001,549.6616994999999,549.7616192,550.2616783000001,550.3947651000001,551.6612188000001,G,True,832.8021000002082,0.5086775999998281,1.141942799999697,804,207426,208060,208864,None,0,Correct,551.6612188000001,551.8612106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,Incongruent,Incongruent,4,2,2,4,8,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007939199999782431,552.3281025000001,552.3613057,552.4610402000001,552.9614981,553.0944819000001,554.3608961,J,True,433.23279999981423,0.5082863999998608,1.1414562999998452,412,210125,210758,211170,None,0,Correct,554.3608961,554.5609807000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,Congruent,Incongruent,1,0,1,0,7,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0076756999997087405,555.0277696,555.0610587000001,555.1607923000001,555.6613075,555.7941749000001,557.0604634000001,G,True,783.0271000000266,0.5080450999996629,1.141139499999781,760,212825,213457,214217,None,0,Correct,557.0604634000001,557.2606092000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,Incongruent,Congruent,4,2,2,4,8,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00730049999970106,557.7276199,557.7609845,557.8604773,558.3607868000001,558.4937053000001,559.7607912000001,J,True,433.1108999999742,0.5079626999995526,1.1407098999995924,395,215525,216159,216554,None,0,Correct,559.7607912000001,559.9603397999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,Incongruent,Incongruent,0,1,1,0,7,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007064699999546065,560.4276409000001,560.4605412000001,560.560217,561.0604880000001,561.1935102,562.4599515,G,True,499.75540000014007,0.5076384999995298,1.1403033999995387,469,218224,218858,219327,None,0,Correct,562.4599515,562.6599894999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,Incongruent,Incongruent,2,4,4,2,10,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00667589999966367,563.1270314000001,563.1602328000001,563.2598674999999,563.7601691,563.8932156999999,565.159615,N,True,466.41460000000734,0.5074311999994734,1.1400492999996459,433,220923,221556,221989,None,0,Correct,565.159615,565.3596157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,Congruent,Incongruent,1,0,1,0,7,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006320499999446838,565.8264945999999,565.8597930999999,565.9595858,566.4600065,566.5927723,567.8592955000001,G,True,433.11949999997523,0.5068219999996018,1.139852899999596,396,223623,224257,224653,None,0,Correct,567.8592955000001,568.0593934000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,Congruent,Congruent,4,2,4,2,10,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006116999999449035,568.5263549000001,568.5597427,568.659279,569.159965,569.2925364,570.5590231000001,N,True,516.5839000001142,0.5067972999995618,1.1393865999993977,481,226323,226957,227438,None,0,Correct,570.5590231000001,570.7591956000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,Congruent,Congruent,1,0,1,0,7,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058907999994062266,571.2264481,571.2594639000001,571.3588568,571.8595055000001,571.9922618,573.2589146,G,True,433.0953999999565,0.506593499999326,1.139095699999416,409,229022,229655,230064,None,0,Correct,573.2589146,573.4587587999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,Congruent,Congruent,2,4,2,4,8,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005471199999419696,573.9257392,573.9594396,574.0588654000001,574.5590941,574.6920434000001,,J,True,366.8081999999231,0.50655899999947,1.1388121999993928,337,231722,232354,232691,None,0,Correct,575.9750717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,Congruent,Congruent,0,1,0,1,6,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005930499999294625,576.6254537,576.6585494000001,576.7584222,577.2587952000001,577.3916291,578.6581698,F,True,399.6863999998368,0.5054812999992464,1.1384286999993947,371,234422,235055,235426,None,0,Correct,578.6581698,578.8580302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,Incongruent,Congruent,2,4,4,2,10,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004717199999277,579.3249342000001,579.3582078,579.4579837000001,579.9583612000001,580.0912714000001,581.3579956000001,N,True,466.43519999997807,0.5051874999992378,1.1382130999993478,438,237121,237755,238193,None,0,Correct,581.3579956000001,582.0458547000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.0458547000001,582.0458547000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.3001434999999,587.3001434999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,Incongruent,Incongruent,1,0,0,1,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.2065894,594.0063132000002,594.0063132000002,594.2063402000001,0.005732099999931961,594.6732906,594.7065542000003,594.8061960000002,595.3065724999999,595.4395901,596.7061122000002,F,True,400.06969999967623,0.5134804999997868,1.1462443000000349,379,252468,253101,253480,None,0,Correct,596.7061122000002,596.9060092000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,Congruent,Incongruent,4,2,4,2,10,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012534599999980856,597.3730102000002,597.4062916,597.5060308,598.0063440000001,598.1391197999999,599.4057767000002,N,True,433.0128000001423,0.5130742000001192,1.1459749999999076,404,255169,255801,256205,None,0,Correct,599.4057767000002,599.6058273000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,Congruent,Congruent,0,1,0,1,6,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012335800000073505,600.0727107,600.1061155999998,600.2056083,600.7060227,600.8389218,602.1055361000001,F,True,433.01949999977296,0.5129108000000997,1.1456092000003082,411,257868,258502,258913,None,0,Correct,602.1055361000001,602.3053075999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,Incongruent,Congruent,4,2,2,4,8,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011807700000645127,602.7726212999999,602.8058979999998,602.9054278000001,603.4058106,603.5386443999998,604.8052195000002,J,True,416.37589999982083,0.5130636000003506,1.1452806000006603,387,260567,261200,261587,None,0,Correct,604.8052195000002,605.0050776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,Congruent,Incongruent,0,1,0,1,6,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011605100000451785,605.4719591999999,605.5056488000002,605.6049317,606.1051617,606.2384663999999,607.5047342999999,F,True,332.9572000002372,0.5124589000006381,1.1450657000004867,297,263266,263899,264196,None,0,Correct,607.5047342999999,607.7048670000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,Congruent,Congruent,2,4,2,4,8,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011415500001021428,608.1716520000002,608.2050517,608.3047818000002,608.8054267,608.9384455000002,610.2048821999999,J,True,366.7171000001872,0.5117990000007921,1.1445892000006097,330,265967,266599,266929,None,0,Correct,610.2048821999999,610.4045128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,Incongruent,Congruent,0,1,1,0,7,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011004100001173356,610.8713165000001,610.9045483000002,611.0048310999998,611.5046367000002,611.6376944000001,612.9044876,G,True,349.8290000002271,0.5112829000008787,1.144393000000946,327,268666,269300,269627,None,0,Correct,612.9044876,613.1042202000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,Incongruent,Incongruent,4,2,2,4,8,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010716400001001603,613.5710581000001,613.6042983,613.7040989,614.2044432999999,614.3373571999998,615.6039499999999,J,True,316.5076999998746,0.5111143000012817,1.1440626000012344,287,271365,271998,272285,None,0,Correct,615.6039499999999,615.8038862000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,Incongruent,Incongruent,1,0,0,1,6,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010378500001479551,616.2708212999999,616.3040251999998,616.4040035,616.9039823999999,617.0370098000001,618.3034964000001,F,True,383.2075000000259,0.5108182000012675,1.1437363000013647,361,274066,274698,275059,None,0,Correct,618.3034964000001,618.5033452999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,Congruent,Incongruent,2,4,2,4,8,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00984010000138369,618.9706795,619.0038375000001,619.1034326000001,619.6038203999999,619.7366548000002,621.0032475999999,J,True,333.3572000001368,0.5107213000014781,1.1436082000013812,300,276765,277399,277699,None,0,Correct,621.0032475999999,621.2031847000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,Incongruent,Congruent,0,1,1,0,7,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009677600001850806,621.6701217000002,621.7033557000002,621.8030344000001,622.3036726000003,622.4363844000002,623.7029117999998,G,True,382.8816000000188,0.5102151000019148,1.143307300001652,347,279464,280097,280444,None,0,Correct,623.7029117999998,623.9029016000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,Incongruent,Incongruent,2,4,4,2,10,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009394300001986267,624.3699303000001,624.4030605999999,624.5027393000003,625.003406,625.1360275,626.4026473000001,N,True,332.9404999999497,0.5098729000019375,1.143220300001758,306,282165,282796,283102,None,0,Correct,626.4026473000001,626.6025112999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,Incongruent,Incongruent,1,0,0,1,6,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009026300002005883,627.0696985000002,627.1028361000001,627.2024832999998,627.7027482000001,627.8358706000001,629.1022406999998,F,True,316.2338999995882,0.509664700002304,1.1426529000023038,284,284864,285498,285782,None,0,Correct,629.1022406999998,629.3022434000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,Congruent,Incongruent,4,2,4,2,10,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008738000002267654,629.7691823000002,629.8025952999999,629.9022341000002,630.4024932999998,630.5354416000002,631.8020475000001,N,True,383.10580000006667,0.5095540000024812,1.1421916000022065,350,287563,288197,288547,None,0,Correct,631.8020475000001,632.0019058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,Incongruent,Congruent,1,0,0,1,6,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008417600002303516,632.4690060999999,632.5022162000002,632.6019272999999,633.1020952000001,633.2353187000001,634.5016997,F,True,366.25039999989895,0.5091361000022516,1.141985800002658,339,290262,290895,291234,None,0,Correct,634.5016997,634.7017259000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Practice,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,Congruent,Incongruent,2,4,2,4,8,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008260500002506888,635.1688514,635.2020730000002,635.3015333999999,635.8028575999999,635.9351294,637.2014160000001,J,True,365.7555999998294,0.5088294000024689,1.1423240000026453,335,292963,293596,293931,None,0,Correct,637.2014160000001,637.8985488999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.3211705000001,671.3211705000001,None,637.8985488999999,637.8985488999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,Congruent,None,0,1,0,1,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.0304629999998,675.8301669999998,675.8301669999998,676.0301873000001,0.0061760999997204635,676.4973181000003,676.5304339000002,676.6301394,677.1306962000001,677.2634666000001,678.5298903,F,True,349.86560000015743,0.5134979999997995,1.1462686999998368,314,334289,334923,335237,None,0,Correct,678.5298903,678.7300014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,Incongruent,Congruent,4,2,2,4,8,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01263699999981327,679.1968460999999,679.2301851,679.3300378000001,679.8301205999999,679.9633510000001,681.2297747999999,J,True,416.616200000135,0.5131639999999607,1.1459980999998152,385,336987,337621,338006,None,0,Correct,681.2297747999999,681.4296510000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,Congruent,Incongruent,0,1,0,1,6,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012318500000219501,681.8966315,681.9300408000001,682.0295027999998,682.5297610999999,682.6628278000001,683.9293298999999,F,True,316.2768000001961,0.513354100000015,1.1459061000000474,280,339689,340321,340601,None,0,Correct,683.9293298999999,684.1292713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,Congruent,Congruent,2,4,2,4,8,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011925600000267877,684.5962247,684.6294642,684.7291963,685.2295679000001,685.3625376000002,686.6290316000002,J,True,316.57250000034765,0.5124375000004875,1.1452978000002076,278,342388,343022,343300,None,0,Correct,686.6290316000002,686.8288512000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,Incongruent,Congruent,0,1,1,0,7,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01151860000072702,687.2959185000002,687.3292474000002,687.4291759999999,687.9291999,688.0621220999999,689.3287688000003,G,True,382.9819000002317,0.5122864000004483,1.1451585000004343,355,345086,345720,346075,None,0,Correct,689.3287688000003,689.5287412999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,F,Y,2022-11-10_12h03.02.739,Prime-Probe,2022.2.4,59.95387149126976,
