,ExpName,PsNum,Age,Sex,Vision,Date,RunType,Distractor,Target,corrAns,arduino_rt,CurrTrialType,PrevTrialType,CurrAcc,PrevAcc,median_distance,Outlier
46,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,353.0,Congruent,None,Correct,None,Invalid,Invalid
47,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,407.0,Incongruent,Congruent,Correct,Correct,82.0,False
48,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,356.0,Neutral,Incongruent,Correct,Correct,91.0,False
49,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,312.0,Incongruent,Neutral,Correct,Correct,71.0,False
50,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,529.0,Incongruent,Incongruent,Correct,Correct,153.0,False
51,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,385.0,Congruent,Incongruent,Correct,Correct,40.0,False
52,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,494.0,Neutral,Congruent,Correct,Correct,93.0,False
53,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,487.0,Neutral,Neutral,Correct,Correct,91.0,False
54,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,355.0,Congruent,Neutral,Correct,Correct,46.0,False
55,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,483.0,Incongruent,Congruent,Correct,Correct,76.0,False
56,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,523.0,Incongruent,Incongruent,Correct,Correct,147.0,False
57,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,309.0,Incongruent,Incongruent,Correct,Correct,70.0,False
58,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,484.0,Congruent,Incongruent,Correct,Correct,104.0,False
59,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,567.0,Congruent,Congruent,Correct,Correct,180.0,False
60,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,499.0,Incongruent,Congruent,Correct,Correct,78.0,False
61,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,376.0,Incongruent,Incongruent,Correct,Correct,41.0,False
62,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,573.0,Congruent,Incongruent,Correct,Correct,190.0,True
63,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,345.0,Incongruent,Congruent,Correct,Correct,142.0,False
64,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,509.0,Neutral,Incongruent,Correct,Correct,118.0,False
65,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,504.0,Neutral,Neutral,Correct,Correct,105.0,False
66,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,408.0,Congruent,Neutral,Correct,Correct,53.0,False
67,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,585.0,Incongruent,Congruent,Correct,Correct,104.0,False
68,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,536.0,Incongruent,Incongruent,Correct,Correct,160.0,False
69,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,572.0,Congruent,Incongruent,Correct,Correct,189.0,True
70,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,398.0,Incongruent,Congruent,Correct,Correct,90.0,False
71,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,362.0,Congruent,Incongruent,Correct,Correct,41.0,False
72,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,578.0,Incongruent,Congruent,Correct,Correct,105.0,False
73,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,511.0,Neutral,Incongruent,Correct,Correct,120.0,False
74,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,358.0,Incongruent,Neutral,Correct,Correct,49.0,False
75,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,395.0,Incongruent,Incongruent,Correct,Correct,54.0,False
76,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,323.0,Neutral,Incongruent,Correct,Correct,115.0,False
77,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,379.0,Congruent,Neutral,Correct,Correct,45.0,False
78,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,415.0,Incongruent,Congruent,Correct,Correct,78.0,False
79,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,455.0,Incongruent,Incongruent,Correct,Correct,96.0,False
80,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,343.0,Congruent,Incongruent,Correct,Correct,48.5,False
81,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,841.0,Neutral,Congruent,Correct,Correct,421.0,True
82,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,341.0,Congruent,Neutral,Correct,Correct,43.0,False
83,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,603.0,Neutral,Congruent,Correct,Correct,191.0,False
84,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,957.0,Congruent,Neutral,TooSlow,Correct,Invalid,Invalid
85,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,305.0,Congruent,Congruent,Correct,TooSlow,Invalid,Invalid
86,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,286.0,Congruent,Congruent,Correct,Correct,101.0,False
87,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,553.0,Neutral,Congruent,Correct,Correct,142.0,False
88,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,347.0,Neutral,Neutral,Correct,Correct,64.0,False
89,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,581.0,Incongruent,Neutral,Correct,Correct,202.0,False
90,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,533.0,Congruent,Incongruent,Correct,Correct,150.0,False
91,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,444.0,Neutral,Congruent,Correct,Correct,79.0,False
92,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,370.0,Incongruent,Neutral,Correct,Correct,57.0,False
93,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,589.0,Neutral,Incongruent,Correct,Correct,180.0,False
94,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,334.0,Incongruent,Neutral,Correct,Correct,49.0,False
95,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,485.0,Congruent,Incongruent,Correct,Correct,105.0,False
96,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,387.0,Congruent,Congruent,Correct,Correct,56.0,False
97,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,692.0,Congruent,Congruent,Correct,Correct,305.0,True
98,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,387.0,Congruent,Congruent,Correct,Correct,56.0,False
99,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,541.0,Congruent,Congruent,Correct,Correct,154.0,False
100,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,458.0,Neutral,Congruent,Correct,Correct,83.0,False
101,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,408.0,Neutral,Neutral,Incorrect,Correct,Invalid,Invalid
102,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,772.0,Neutral,Neutral,Correct,Incorrect,Invalid,Invalid
103,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,512.0,Incongruent,Neutral,Correct,Correct,139.0,False
104,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,696.0,Neutral,Incongruent,Correct,Correct,263.0,False
105,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,616.0,Congruent,Neutral,Correct,Correct,239.0,True
106,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,490.0,Neutral,Congruent,Correct,Correct,96.0,False
107,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,370.0,Congruent,Neutral,Correct,Correct,38.0,False
108,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,1021.0,Neutral,Congruent,TooSlow,Correct,Invalid,Invalid
109,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,347.0,Incongruent,Neutral,Correct,TooSlow,Invalid,Invalid
110,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,337.0,Incongruent,Incongruent,Correct,Correct,43.0,False
111,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,456.0,Neutral,Incongruent,Correct,Correct,105.0,False
112,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,500.0,Incongruent,Neutral,Correct,Correct,127.0,False
113,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,597.0,Neutral,Incongruent,Correct,Correct,179.0,False
114,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,444.0,Neutral,Neutral,Correct,Correct,85.5,False
115,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,756.0,Neutral,Neutral,Correct,Correct,352.0,True
116,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,363.0,Neutral,Neutral,Correct,Correct,55.5,False
117,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,287.0,Congruent,Neutral,Correct,Correct,92.0,False
119,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,412.0,Neutral,None,Correct,None,Invalid,Invalid
120,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,513.0,Incongruent,Neutral,Correct,Correct,140.0,False
121,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,481.0,Congruent,Incongruent,Correct,Correct,101.0,False
122,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,423.0,Neutral,Congruent,Correct,Correct,84.0,False
123,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,402.0,Congruent,Neutral,Correct,Correct,51.0,False
124,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,493.0,Incongruent,Congruent,Correct,Correct,80.0,False
125,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,395.0,Incongruent,Incongruent,Correct,Correct,54.0,False
126,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,485.0,Incongruent,Incongruent,Correct,Correct,117.0,False
127,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,449.0,Incongruent,Incongruent,Correct,Correct,91.0,False
128,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,409.0,Neutral,Incongruent,Correct,Correct,90.0,False
129,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,359.0,Neutral,Neutral,Correct,Correct,59.5,False
130,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,400.0,Neutral,Neutral,Correct,Correct,65.5,False
131,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,341.0,Incongruent,Neutral,Correct,Correct,44.0,False
132,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,355.0,Congruent,Incongruent,Correct,Correct,41.5,False
133,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,433.0,Incongruent,Congruent,Correct,Correct,73.0,False
134,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,427.0,Neutral,Incongruent,Correct,Correct,92.0,False
135,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,336.0,Incongruent,Neutral,Correct,Correct,47.0,False
136,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,403.0,Congruent,Incongruent,Correct,Correct,49.0,False
137,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,511.0,Incongruent,Congruent,Correct,Correct,75.0,False
138,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,368.0,Congruent,Incongruent,Correct,Correct,39.0,False
139,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,331.0,Neutral,Congruent,Correct,Correct,92.0,False
140,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,482.0,Congruent,Neutral,Correct,Correct,112.0,False
141,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,436.0,Incongruent,Congruent,Correct,Correct,70.0,False
142,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,366.0,Incongruent,Incongruent,Correct,Correct,36.0,False
143,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,399.0,Incongruent,Incongruent,Correct,Correct,56.0,False
144,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,379.0,Congruent,Incongruent,Correct,Correct,36.0,False
145,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,350.0,Congruent,Congruent,Correct,Correct,64.0,False
146,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,467.0,Congruent,Congruent,Correct,Correct,85.0,False
147,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,308.0,Congruent,Congruent,Correct,Correct,79.0,False
148,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,452.0,Neutral,Congruent,Correct,Correct,81.0,False
149,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,332.0,Congruent,Neutral,Correct,Correct,51.0,False
150,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,309.0,Congruent,Congruent,Correct,Correct,78.0,False
151,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,737.0,Incongruent,Congruent,Correct,Correct,251.0,False
152,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,409.0,Neutral,Incongruent,Correct,Correct,90.0,False
153,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,301.0,Congruent,Neutral,Correct,Correct,78.0,False
154,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,456.0,Incongruent,Congruent,Correct,Correct,72.0,False
155,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,372.0,Congruent,Incongruent,Correct,Correct,37.5,False
156,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,351.0,Neutral,Congruent,Incorrect,Correct,Invalid,Invalid
157,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,413.0,Incongruent,Neutral,Correct,Incorrect,Invalid,Invalid
158,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,368.0,Incongruent,Incongruent,Correct,Correct,38.0,False
159,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,570.0,Neutral,Incongruent,Correct,Correct,161.0,False
160,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,412.0,Incongruent,Neutral,Correct,Correct,71.0,False
161,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,529.0,Incongruent,Incongruent,Correct,Correct,153.0,False
162,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,563.0,Neutral,Incongruent,Correct,Correct,154.0,False
163,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,354.0,Incongruent,Neutral,Correct,Correct,47.0,False
164,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,429.0,Incongruent,Incongruent,Correct,Correct,74.0,False
165,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,339.0,Congruent,Incongruent,Correct,Correct,52.0,False
166,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,367.0,Congruent,Congruent,Correct,Correct,60.0,False
167,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,1114.0,Congruent,Congruent,TooSlow,Correct,Invalid,Invalid
168,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,290.0,Incongruent,Congruent,Correct,TooSlow,Invalid,Invalid
169,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,385.0,Congruent,Incongruent,Correct,Correct,40.0,False
170,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,609.0,Neutral,Congruent,Correct,Correct,197.0,False
171,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,644.0,Neutral,Neutral,Correct,Correct,240.0,False
172,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,386.0,Incongruent,Neutral,Correct,Correct,59.0,False
173,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,438.0,Neutral,Incongruent,Correct,Correct,101.0,False
174,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,447.0,Congruent,Neutral,Correct,Correct,77.0,False
175,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,383.0,Congruent,Congruent,Correct,Correct,60.0,False
176,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,586.0,Incongruent,Congruent,Correct,Correct,103.0,False
177,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,580.0,Neutral,Incongruent,Correct,Correct,171.0,False
178,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,474.0,Incongruent,Neutral,Correct,Correct,103.0,False
179,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,315.0,Neutral,Incongruent,Correct,Correct,123.0,False
180,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,458.0,Neutral,Neutral,Correct,Correct,82.5,False
181,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,298.0,Congruent,Neutral,Correct,Correct,81.0,False
182,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,486.0,Congruent,Congruent,Correct,Correct,103.0,False
183,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,515.0,Neutral,Congruent,Correct,Correct,109.0,False
184,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,416.0,Neutral,Neutral,Correct,Correct,69.5,False
185,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,409.0,Neutral,Neutral,Correct,Correct,64.0,False
